#,Peptide,Score,Prediction results,Hemolysis Conc (ug/ml),Hemolysis 
2371,"car_2345",0.7066888,Yes,50.0,No
2372,"car_2346",0.999674,Yes,50.0,No
2373,"car_2347",0.0547432,No,50.0,No
2374,"car_2348",0.0358465,No,50.0,No
2375,"car_2349",0.0047926307,No,50.0,No
2376,"car_2350",0.052803427,No,50.0,No
2377,"car_2351",0.013754815,No,50.0,No
2378,"car_2352",0.88283694,Yes,50.0,No
2379,"car_2353",0.108971655,No,50.0,Yes
2380,"car_2354",0.069021195,No,50.0,No
2381,"car_2355",0.15412155,No,50.0,No
2382,"car_2356",0.15140188,No,50.0,No
2383,"car_2357",0.0069286525,No,50.0,No
2384,"car_2358",0.01580897,No,50.0,No
2385,"car_2359",0.1475943,No,50.0,No
2386,"car_2360",0.017829895,No,50.0,No
2387,"car_2361",0.8677409,Yes,50.0,No
2388,"car_2362",0.05865982,No,50.0,No
2389,"car_2363",0.8447008,Yes,50.0,Yes
2390,"car_2364",0.040564656,No,50.0,No
2391,"car_2365",0.14598465,No,50.0,No
2392,"car_2366",0.4953116,No,50.0,No
2393,"car_2367",0.0021458864,No,50.0,No
2394,"car_2368",0.043964267,No,50.0,No
2395,"car_2369",0.03232768,No,50.0,No
2396,"car_2370",0.2697143,No,50.0,No
2397,"car_2371",0.159058,No,50.0,No
2398,"car_2372",0.1620973,No,50.0,No
2399,"car_2373",0.0066066682,No,50.0,No
2400,"car_2374",0.07987517,No,50.0,No
2401,"car_2375",0.12110627,No,50.0,No
2402,"car_2376",0.6534698,Yes,50.0,Yes
2403,"car_2377",0.10567829,No,50.0,No
2404,"car_2378",0.003385812,No,50.0,No
2405,"car_2379",0.06011629,No,50.0,Yes
2406,"car_2380",0.0217264,No,50.0,No
2407,"car_2381",0.08991495,No,50.0,No
2408,"car_2382",0.9980434,Yes,50.0,No
2409,"car_2383",0.100720376,No,50.0,No
2410,"car_2384",0.021827549,No,50.0,No
2411,"car_2385",0.24803439,No,50.0,No
2412,"car_2386",0.042507827,No,50.0,No
2413,"car_2387",0.0068890452,No,50.0,No
2414,"car_2388",0.13669145,No,50.0,No
2415,"car_2389",0.010698438,No,50.0,No
2416,"car_2390",0.11481771,No,50.0,No
2417,"car_2391",0.007265419,No,50.0,No
2418,"car_2392",0.18753725,No,50.0,No
2419,"car_2393",0.045551658,No,50.0,No
2420,"car_2394",0.0412513,No,50.0,No
2421,"car_2395",0.00041374564,No,50.0,No
2422,"car_2396",0.20076269,No,50.0,No
2423,"car_2397",0.0199323,No,50.0,No
2424,"car_2398",0.09849483,No,50.0,No
2425,"car_2399",0.097320676,No,50.0,No
2426,"car_2400",0.035660118,No,50.0,No
2427,"car_2401_1_49",0.00010776053,No,50.0,Yes
2428,"car_2401_26_59",0.0060773194,No,50.0,No
2429,"car_2401_51_59",0.08336526,No,50.0,No
2430,"car_2402",0.569605,Yes,50.0,Yes
2431,"car_2403",0.05092722,No,50.0,No
2432,"car_2404",0.009628028,No,50.0,No
2433,"car_2405",0.028570294,No,50.0,No
2434,"car_2406",0.00081783533,No,50.0,Yes
2435,"car_2407",0.019620866,No,50.0,No
2436,"car_2408",0.02309841,No,50.0,No
2437,"car_2409",0.09329316,No,50.0,No
2438,"car_2410",0.019408464,No,50.0,No
2439,"car_2411",0.111926734,No,50.0,No
2440,"car_2412",0.015393019,No,50.0,No
2441,"car_2413",0.07087791,No,50.0,No
2442,"car_2414",0.019674093,No,50.0,No
2443,"car_2415",0.07483828,No,50.0,No
2444,"car_2416",0.48443922,No,50.0,No
2445,"car_2417",0.022215694,No,50.0,No
2446,"car_2418",0.0402281,No,50.0,No
2447,"car_2419",0.0045022964,No,50.0,No
2448,"car_2420",0.057695717,No,50.0,No
2449,"car_2421",0.6327102,Yes,50.0,No
2450,"car_2422",0.0042327046,No,50.0,No
2451,"car_2423",0.041475326,No,50.0,No
2452,"car_2424",0.0002028048,No,50.0,Yes
2453,"car_2425",0.03325364,No,50.0,No
2454,"car_2426",0.037475467,No,50.0,No
2455,"car_2427",0.04032135,No,50.0,No
2456,"car_2428",0.08937621,No,50.0,Yes
2457,"car_2429",0.08497128,No,50.0,No
2458,"car_2430",0.0553706,No,50.0,No
2459,"car_2431",0.022663414,No,50.0,No
2460,"car_2432",0.22991028,No,50.0,No
2461,"car_2433",0.043130964,No,50.0,No
2462,"car_2434",0.07589325,No,50.0,No
2463,"car_2435",0.013821274,No,50.0,No
2464,"car_2436",0.061559886,No,50.0,No
2465,"car_2437",0.08527902,No,50.0,No
2466,"car_2438",0.11057937,No,50.0,No
2467,"car_2439",0.055137157,No,50.0,No
2468,"car_2440",0.0056857765,No,50.0,No
2469,"car_2441",0.14350939,No,50.0,No
2470,"car_2442",0.017715186,No,50.0,No
2471,"car_2443",0.007636845,No,50.0,No
2472,"car_2444",0.016711652,No,50.0,No
2473,"car_2445",0.011029184,No,50.0,No
2474,"car_2446",0.7725756,Yes,50.0,No
2475,"car_2447",0.5362157,Yes,50.0,No
2476,"car_2448",0.4655566,No,50.0,No
2477,"car_2449",0.43359238,No,50.0,No
2478,"car_2450",0.21720532,No,50.0,No
2479,"car_2451",0.06493497,No,50.0,No
2480,"car_2452",0.02222845,No,50.0,No
2481,"car_2453",0.06994939,No,50.0,No
2482,"car_2454",0.08444303,No,50.0,No
2483,"car_2455",0.43547606,No,50.0,No
2484,"car_2456",0.47298595,No,50.0,Yes
2485,"car_2457",0.16552094,No,50.0,No
2486,"car_2458",0.018159002,No,50.0,No
2487,"car_2459",0.073640585,No,50.0,No
2488,"car_2460",0.38580495,No,50.0,No
2489,"car_2461",0.42902353,No,50.0,Yes
2490,"car_2462",0.00030070543,No,50.0,No
2491,"car_2463",0.035080522,No,50.0,No
2492,"car_2464",0.256127,No,50.0,Yes
2493,"car_2465",0.99360746,Yes,50.0,Yes
2494,"car_2466",0.37082535,No,50.0,No
2495,"car_2467",0.09455815,No,50.0,No
2496,"car_2468",0.044311583,No,50.0,No
2497,"car_2469",0.062355608,No,50.0,No
2498,"car_2470",0.1803872,No,50.0,No
2499,"car_2471",0.054974675,No,50.0,No
2500,"car_2472",0.0078040957,No,50.0,No
2501,"car_2473",0.08333644,No,50.0,No
2502,"car_2474",0.029543996,No,50.0,No
2503,"car_2475",0.01936102,No,50.0,No
2504,"car_2476",0.07244682,No,50.0,No
2505,"car_2477",0.02379775,No,50.0,No
2506,"car_2478_1_49",0.035525292,No,50.0,No
2507,"car_2478_26_74",0.2115387,No,50.0,No
2508,"car_2478_51_91",0.02097866,No,50.0,No
2509,"car_2478_76_91",0.06803602,No,50.0,No
2510,"car_2479",0.12691921,No,50.0,No
2511,"car_2480",0.016237468,No,50.0,No
2512,"car_2481",0.020547211,No,50.0,No
2513,"car_2482",0.3997649,No,50.0,No
2514,"car_2483",0.002521336,No,50.0,Yes
2515,"car_2484",0.3003553,No,50.0,Yes
2516,"car_2485",0.4400227,No,50.0,No
2517,"car_2486",0.108989686,No,50.0,No
2518,"car_2487",0.034308106,No,50.0,No
2519,"car_2488",0.07365021,No,50.0,No
2520,"car_2489",0.0058950186,No,50.0,No
2521,"car_2490",0.15104178,No,50.0,No
2522,"car_2491",0.09682819,No,50.0,No
2523,"car_2492",0.0008687079,No,50.0,No
2524,"car_2493",0.030948281,No,50.0,No
2525,"car_2494",0.39587846,No,50.0,No
2526,"car_2495",0.3500706,No,50.0,No
2527,"car_2496",0.07542196,No,50.0,No
2528,"car_2497",0.17148587,No,50.0,No
2529,"car_2498",0.06958845,No,50.0,No
2530,"car_2499",0.0263502,No,50.0,No
2531,"car_2500",0.5579535,Yes,50.0,No
2532,"car_2501",0.1883007,No,50.0,Yes
2533,"car_2502",0.029796153,No,50.0,No
2534,"car_2503",0.03805822,No,50.0,No
2535,"car_2504",0.0492841,No,50.0,No
2536,"car_2505",0.36715364,No,50.0,No
2537,"car_2506",0.032254666,No,50.0,No
2538,"car_2507",0.16569552,No,50.0,No
2539,"car_2508",0.32175702,No,50.0,No
2540,"car_2509",0.0155593455,No,50.0,No
2541,"car_2510",0.023686588,No,50.0,No
2542,"car_2511",0.5329331,Yes,50.0,No
2543,"car_2512",0.12580785,No,50.0,No
2544,"car_2513",0.029048353,No,50.0,No
2545,"car_2514",0.0719744,No,50.0,No
2546,"car_2515",0.051139027,No,50.0,No
2547,"car_2516",0.0021410286,No,50.0,No
2548,"car_2517",0.04562673,No,50.0,No
2549,"car_2518",0.18790287,No,50.0,No
2550,"car_2519",0.3527954,No,50.0,No
2551,"car_2520",0.042623818,No,50.0,No
2552,"car_2521",0.565896,Yes,50.0,No
2553,"car_2522",0.4393555,No,50.0,No
2554,"car_2523",0.02745992,No,50.0,No
2555,"car_2524",0.06809986,No,50.0,No
2556,"car_2525",0.23938277,No,50.0,No
2557,"car_2526",0.00073465705,No,50.0,No
2558,"car_2527",0.13990563,No,50.0,No
2559,"car_2528",0.02147615,No,50.0,No
2560,"car_2529",0.17701742,No,50.0,No
2561,"car_2530",0.0066747963,No,50.0,No
2562,"car_2531",0.015249401,No,50.0,No
2563,"car_2532",0.14792034,No,50.0,No
2564,"car_2533",0.0289706,No,50.0,No
2565,"car_2534",0.09355584,No,50.0,No
2566,"car_2535",0.18353209,No,50.0,No
2567,"car_2536",0.104097694,No,50.0,No
2568,"car_2537",0.013073415,No,50.0,No
2569,"car_2538",0.00014287233,No,50.0,No
2570,"car_2539",0.029106617,No,50.0,No
2571,"car_2540",0.34910214,No,50.0,No
2572,"car_2541",0.36571354,No,50.0,No
2573,"car_2542",0.030439883,No,50.0,No
2574,"car_2543",0.034695685,No,50.0,No
2575,"car_2544",0.054631233,No,50.0,No
2576,"car_2545",0.35999495,No,50.0,No
2577,"car_2546",0.3027622,No,50.0,No
2578,"car_2547",0.55441386,Yes,50.0,No
2579,"car_2548",0.012882024,No,50.0,No
2580,"car_2549",0.045419425,No,50.0,No
2581,"car_2550",0.06533021,No,50.0,No
2582,"car_2551",0.18063155,No,50.0,No
2583,"car_2552",0.4261992,No,50.0,No
2584,"car_2553",0.09011704,No,50.0,Yes
2585,"car_2554",0.06675771,No,50.0,No
2586,"car_2555",0.012394518,No,50.0,No
2587,"car_2556",0.00058478117,No,50.0,No
2588,"car_2557",0.079049736,No,50.0,No
2589,"car_2558",0.13882199,No,50.0,No
2590,"car_2559",0.04444319,No,50.0,No
2591,"car_2560",0.017091095,No,50.0,No
2592,"car_2561",0.12945285,No,50.0,No
2593,"car_2562",0.13242629,No,50.0,No
2594,"car_2563",0.077242434,No,50.0,No
2595,"car_2564",0.08577731,No,50.0,No
2596,"car_2565",0.38585597,No,50.0,No
2597,"car_2566",0.014161527,No,50.0,No
2598,"car_2567",0.06469789,No,50.0,No
2599,"car_2568",0.3277859,No,50.0,No
2600,"car_2569",0.035168737,No,50.0,Yes
2601,"car_2570",0.008577555,No,50.0,No
2602,"car_2571",0.060549647,No,50.0,No
2603,"car_2572",0.052534074,No,50.0,No
2604,"car_2573",0.06312883,No,50.0,No
2605,"car_2574",0.08023587,No,50.0,Yes
2606,"car_2575",0.063016385,No,50.0,No
2607,"car_2576",0.99294204,Yes,50.0,Yes
2608,"car_2577",0.14184031,No,50.0,No
2609,"car_2578",0.022159785,No,50.0,No
2610,"car_2579",0.014327437,No,50.0,No
2611,"car_2580",0.032014877,No,50.0,No
2612,"car_2581",0.028056353,No,50.0,No
2613,"car_2582",0.3334601,No,50.0,No
2614,"car_2583",0.024568588,No,50.0,Yes
2615,"car_2584",0.3008923,No,50.0,Yes
2616,"car_2585",0.35608488,No,50.0,Yes
2617,"car_2586",0.15369427,No,50.0,No
2618,"car_2587",0.30493176,No,50.0,No
2619,"car_2588",0.041678846,No,50.0,No
2620,"car_2589",0.10935977,No,50.0,No
2621,"car_2590",0.6824958,Yes,50.0,No
2622,"car_2591",0.15787154,No,50.0,No
2623,"car_2592",0.079533845,No,50.0,No
2624,"car_2593",0.2805459,No,50.0,No
2625,"car_2594",0.0006299019,No,50.0,No
2626,"car_2595",0.55189997,Yes,50.0,No
2627,"car_2596",0.005827576,No,50.0,No
2628,"car_2597",0.03565523,No,50.0,No
2629,"car_2598",0.059586763,No,50.0,No
2630,"car_2599",0.030855864,No,50.0,No
2631,"car_2600",0.38876647,No,50.0,No
2632,"car_2601",0.48680592,No,50.0,Yes
2633,"car_2602",0.39881358,No,50.0,No
2634,"car_2603",0.037618607,No,50.0,No
2635,"car_2604",0.050994277,No,50.0,No
2636,"car_2605",0.0032035112,No,50.0,No
2637,"car_2606",0.96788555,Yes,50.0,No
2638,"car_2607",0.051625013,No,50.0,No
2639,"car_2608",0.017493814,No,50.0,No
2640,"car_2609",0.51071244,Yes,50.0,No
2641,"car_2610",0.0061674714,No,50.0,No
2642,"car_2611",0.13180706,No,50.0,No
2643,"car_2612",0.15501845,No,50.0,No
2644,"car_2613",0.02880314,No,50.0,No
2645,"car_2614",0.18487912,No,50.0,No
2646,"car_2615",0.017353028,No,50.0,No
2647,"car_2616",0.14545164,No,50.0,No
2648,"car_2617",0.2392968,No,50.0,No
2649,"car_2618",0.056145042,No,50.0,No
2650,"car_2619",0.6876106,Yes,50.0,No
2651,"car_2620",0.03304383,No,50.0,No
2652,"car_2621",0.14240804,No,50.0,No
2653,"car_2622",0.08951244,No,50.0,No
2654,"car_2623",0.07378462,No,50.0,No
2655,"car_2624",0.041666508,No,50.0,No
2656,"car_2625",0.026630253,No,50.0,No
2657,"car_2626",0.98176134,Yes,50.0,No
2658,"car_2627",0.50929356,Yes,50.0,No
2659,"car_2628",0.016335934,No,50.0,No
2660,"car_2629",0.04581204,No,50.0,No
2661,"car_2630",0.063782394,No,50.0,No
2662,"car_2631",0.12411222,No,50.0,No
2663,"car_2632",0.14172968,No,50.0,No
2664,"car_2633",0.03849733,No,50.0,No
2665,"car_2634",0.17746288,No,50.0,No
2666,"car_2635",0.06821552,No,50.0,No
2667,"car_2636",0.30519956,No,50.0,No
2668,"car_2637",0.32197493,No,50.0,No
2669,"car_2638",0.17090684,No,50.0,Yes
2670,"car_2639",0.006228894,No,50.0,No
2671,"car_2640",0.015128553,No,50.0,No
2672,"car_2641",0.215274,No,50.0,No
2673,"car_2642",0.1304053,No,50.0,No
2674,"car_2643",0.43291354,No,50.0,No
2675,"car_2644",0.19871509,No,50.0,No
2676,"car_2645",0.009063333,No,50.0,No
2677,"car_2646",0.31420332,No,50.0,No
2678,"car_2647",0.03477481,No,50.0,No
2679,"car_2648",0.028829098,No,50.0,No
2680,"car_2649",0.16294503,No,50.0,No
2681,"car_2650",0.01867333,No,50.0,No
2682,"car_2651",0.13187078,No,50.0,No
2683,"car_2652",0.030843556,No,50.0,No
2684,"car_2653",0.045882225,No,50.0,No
2685,"car_2654",0.004851043,No,50.0,Yes
2686,"car_2655",0.061220855,No,50.0,No
2687,"car_2656",0.26746595,No,50.0,No
2688,"car_2657",0.07012722,No,50.0,No
2689,"car_2658",0.027962118,No,50.0,No
2690,"car_2659",0.15590656,No,50.0,No
2691,"car_2660",0.069015205,No,50.0,No
2692,"car_2661",0.01528728,No,50.0,No
2693,"car_2662",0.20195165,No,50.0,No
2694,"car_2663",0.10071859,No,50.0,No
2695,"car_2664",0.011669397,No,50.0,No
2696,"car_2665",0.2812537,No,50.0,No
2697,"car_2666",0.37376082,No,50.0,No
2698,"car_2667",0.0029033124,No,50.0,No
2699,"car_2668",0.045297146,No,50.0,No
2700,"car_2669",0.11326957,No,50.0,No
2701,"car_2670",0.04956743,No,50.0,No
2702,"car_2671",0.06465262,No,50.0,No
2703,"car_2672",0.05575946,No,50.0,No
2704,"car_2673",0.0646013,No,50.0,No
2705,"car_2674",0.30363104,No,50.0,No
2706,"car_2675",0.017120272,No,50.0,No
2707,"car_2676",0.046241492,No,50.0,No
2708,"car_2677",0.018107742,No,50.0,No
2709,"car_2678",0.23374197,No,50.0,No
2710,"car_2679",0.53240967,Yes,50.0,No
2711,"car_2680",0.08882758,No,50.0,No
2712,"car_2681",0.17275134,No,50.0,No
2713,"car_2682",0.04265198,No,50.0,No
2714,"car_2683",0.0020498931,No,50.0,No
2715,"car_2684",0.032803237,No,50.0,No
2716,"car_2685",0.021575838,No,50.0,No
2717,"car_2686",0.029989809,No,50.0,No
2718,"car_2687",0.0016740263,No,50.0,No
2719,"car_2688",0.5854845,Yes,50.0,No
2720,"car_2689",0.54155594,Yes,50.0,No
2721,"car_2690",0.49012542,No,50.0,No
2722,"car_2691",0.16588527,No,50.0,No
2723,"car_2692",0.044991016,No,50.0,No
2724,"car_2693",0.048127353,No,50.0,No
2725,"car_2694",0.15527743,No,50.0,No
2726,"car_2695",0.027876526,No,50.0,No
2727,"car_2696",0.10580987,No,50.0,No
2728,"car_2697",0.038256407,No,50.0,No
2729,"car_2698",0.11148879,No,50.0,No
2730,"car_2699",0.05685094,No,50.0,No
2731,"car_2700",0.015825123,No,50.0,No
2732,"car_2701",0.006178975,No,50.0,No
2733,"car_2702",0.012929678,No,50.0,No
2734,"car_2703",0.040427625,No,50.0,No
2735,"car_2704",0.026911259,No,50.0,No
2736,"car_2705",0.1479258,No,50.0,No
2737,"car_2706",0.024881095,No,50.0,No
2738,"car_2707",0.008063704,No,50.0,No
2739,"car_2708",0.053426087,No,50.0,No
2740,"car_2709",0.018825382,No,50.0,No
2741,"car_2710",0.0049776435,No,50.0,No
2742,"car_2711",0.29438895,No,50.0,No
2743,"car_2712",0.12177408,No,50.0,No
2744,"car_2713",0.10425055,No,50.0,No
2745,"car_2714",0.15354034,No,50.0,No
2746,"car_2715",0.07247871,No,50.0,No
2747,"car_2716",0.017057449,No,50.0,No
2748,"car_2717",0.111388415,No,50.0,No
2749,"car_2718",0.2647243,No,50.0,No
2750,"car_2719",0.026830107,No,50.0,No
2751,"car_2720",0.018836647,No,50.0,No
2752,"car_2721",0.059506983,No,50.0,No
2753,"car_2722",0.0021483004,No,50.0,No
2754,"car_2723",0.115442395,No,50.0,No
2755,"car_2724",0.010174006,No,50.0,No
2756,"car_2725",0.25400147,No,50.0,No
2757,"car_2726",0.0684174,No,50.0,No
2758,"car_2727",8.156684e-06,No,50.0,No
2759,"car_2728",0.46619478,No,50.0,No
2760,"car_2729",0.039416373,No,50.0,No
2761,"car_2730",0.04648179,No,50.0,No
2762,"car_2731",0.9134918,Yes,50.0,No
2763,"car_2732",0.0010674596,No,50.0,No
2764,"car_2733",0.0601393,No,50.0,No
2765,"car_2734",0.027625293,No,50.0,No
2766,"car_2735",0.05147484,No,50.0,No
2767,"car_2736",0.0028513074,No,50.0,No
2768,"car_2737",0.0057486296,No,50.0,No
2769,"car_2738",0.0109111965,No,50.0,No
2770,"car_2739",0.18668967,No,50.0,No
2771,"car_2740",0.16245103,No,50.0,No
2772,"car_2741",0.0008018613,No,50.0,No
2773,"car_2742",0.005217612,No,50.0,No
2774,"car_2743",0.0027851164,No,50.0,No
2775,"car_2744",0.2102162,No,50.0,No
2776,"car_2745",0.0011503696,No,50.0,No
2777,"car_2746",0.8117025,Yes,50.0,No
2778,"car_2747",0.7743816,Yes,50.0,No
2779,"car_2748",0.16796035,No,50.0,No
2780,"car_2749",0.02610299,No,50.0,No
2781,"car_2750",0.034898072,No,50.0,No
2782,"car_2751",0.07244396,No,50.0,No
2783,"car_2752",0.011098921,No,50.0,No
2784,"car_2753",0.08147484,No,50.0,No
2785,"car_2754",0.013645798,No,50.0,No
2786,"car_2755",0.042711586,No,50.0,No
2787,"car_2756",0.019611984,No,50.0,Yes
2788,"car_2757",0.005213022,No,50.0,No
2789,"car_2758",0.1235289,No,50.0,No
2790,"car_2759",0.04542446,No,50.0,No
2791,"car_2760",0.07304546,No,50.0,No
2792,"car_2761",0.016801625,No,50.0,Yes
2793,"car_2762",0.088231266,No,50.0,No
2794,"car_2763",0.02129519,No,50.0,No
2795,"car_2764",0.0053122044,No,50.0,No
2796,"car_2765",0.17826235,No,50.0,No
2797,"car_2766",0.10454431,No,50.0,No
2798,"car_2767",0.050540596,No,50.0,No
2799,"car_2768",0.24034554,No,50.0,No
2800,"car_2769",0.060611695,No,50.0,No
2801,"car_2770",0.05186686,No,50.0,No
2802,"car_2771",0.05223438,No,50.0,No
2803,"car_2772",0.29132387,No,50.0,No
2804,"car_2773",0.02771476,No,50.0,No
2805,"car_2774",0.06592375,No,50.0,No
2806,"car_2775",0.12850893,No,50.0,No
2807,"car_2776",0.046515137,No,50.0,No
2808,"car_2777",0.08794746,No,50.0,Yes
2809,"car_2778",0.022866547,No,50.0,No
2810,"car_2779",0.121084094,No,50.0,No
2811,"car_2780",0.82153237,Yes,50.0,No
2812,"car_2781",0.008287042,No,50.0,Yes
2813,"car_2782",0.12509719,No,50.0,No
2814,"car_2783",0.052004248,No,50.0,No
2815,"car_2784",0.14334601,No,50.0,No
2816,"car_2785",0.051085085,No,50.0,No
2817,"car_2786",0.19673193,No,50.0,No
2818,"car_2787",0.021590382,No,50.0,No
2819,"car_2788",0.09765735,No,50.0,No
2820,"car_2789",0.023697168,No,50.0,No
2821,"car_2790",0.078725964,No,50.0,No
2822,"car_2791",0.115688294,No,50.0,No
2823,"car_2792",0.09434813,No,50.0,No
2824,"car_2793",0.502034,Yes,50.0,No
2825,"car_2794",0.00283283,No,50.0,No
2826,"car_2795",0.103348285,No,50.0,No
2827,"car_2796",0.15542704,No,50.0,No
2828,"car_2797",0.53300214,Yes,50.0,No
2829,"car_2798",0.05049646,No,50.0,No
2830,"car_2799",0.051083684,No,50.0,No
2831,"car_2800",0.018007457,No,50.0,No
2832,"car_2801",0.067301184,No,50.0,No
2833,"car_2802",0.15233904,No,50.0,No
2834,"car_2803",0.010448605,No,50.0,No
2835,"car_2804",0.030668229,No,50.0,No
2836,"car_2805",0.25246805,No,50.0,No
2837,"car_2806",0.040728062,No,50.0,No
2838,"car_2807",0.054662704,No,50.0,No
2839,"car_2808",0.05793041,No,50.0,No
2840,"car_2809",0.0281834,No,50.0,No
2841,"car_2810",0.2397691,No,50.0,No
2842,"car_2811",0.009478331,No,50.0,No
2843,"car_2812",0.16796792,No,50.0,No
2844,"car_2813",0.07056126,No,50.0,No
2845,"car_2814",0.20044616,No,50.0,No
2846,"car_2815",0.016708344,No,50.0,No
2847,"car_2816",0.38928258,No,50.0,No
2848,"car_2817",0.0435628,No,50.0,No
2849,"car_2818",0.04584706,No,50.0,No
2850,"car_2819",0.16467896,No,50.0,Yes
2851,"car_2820",0.06532946,No,50.0,No
2852,"car_2821",0.050062,No,50.0,No
2853,"car_2822",0.08589327,No,50.0,No
2854,"car_2823",0.014607966,No,50.0,No
2855,"car_2824",0.010344803,No,50.0,No
2856,"car_2825",0.7703631,Yes,50.0,No
2857,"car_2826",0.07431179,No,50.0,No
2858,"car_2827",0.0010651052,No,50.0,No
2859,"car_2828",0.08767709,No,50.0,No
2860,"car_2829",0.02667746,No,50.0,No
2861,"car_2830",0.32934183,No,50.0,No
2862,"car_2831",0.05421123,No,50.0,No
2863,"car_2832",0.65870637,Yes,50.0,Yes
2864,"car_2833",0.0040524304,No,50.0,No
2865,"car_2834",0.30132544,No,50.0,No
2866,"car_2835",0.04359296,No,50.0,No
2867,"car_2836",0.07062563,No,50.0,No
2868,"car_2837",0.019148111,No,50.0,No
2869,"car_2838",0.10375711,No,50.0,No
2870,"car_2839",0.01921174,No,50.0,No
2871,"car_2840",0.12120348,No,50.0,No
2872,"car_2841",0.047734827,No,50.0,No
2873,"car_2842",0.19160789,No,50.0,No
2874,"car_2843",0.28237158,No,50.0,Yes
2875,"car_2844",0.024161935,No,50.0,No
2876,"car_2845",0.41870126,No,50.0,No
2877,"car_2846",0.00091835856,No,50.0,No
2878,"car_2847",0.025936902,No,50.0,No
2879,"car_2848",0.01492548,No,50.0,No
2880,"car_2849",0.55428916,Yes,50.0,No
2881,"car_2850",0.04577622,No,50.0,No
2882,"car_2851",0.49149626,No,50.0,No
2883,"car_2852",0.037394702,No,50.0,No
2884,"car_2853",0.08224714,No,50.0,No
2885,"car_2854",0.0006683469,No,50.0,No
2886,"car_2855",0.06345692,No,50.0,No
2887,"car_2856",0.25343767,No,50.0,No
2888,"car_2857",1.23724385e-05,No,50.0,No
2889,"car_2858",0.78671616,Yes,50.0,No
2890,"car_2859",0.016781658,No,50.0,No
2891,"car_2860",0.23541862,No,50.0,No
2892,"car_2861",0.04224798,No,50.0,No
2893,"car_2862",0.056277186,No,50.0,No
2894,"car_2863",0.00040081143,No,50.0,No
2895,"car_2864",0.4669662,No,50.0,No
2896,"car_2865",0.32266337,No,50.0,No
2897,"car_2866",0.3569792,No,50.0,No
2898,"car_2867",0.07792351,No,50.0,No
2899,"car_2868",0.6905178,Yes,50.0,No
2900,"car_2869",0.61593443,Yes,50.0,No
2901,"car_2870",0.58551925,Yes,50.0,No
2902,"car_2871",0.024351537,No,50.0,No
2903,"car_2872",0.29018843,No,50.0,No
2904,"car_2873_1_49",0.0057979226,No,50.0,No
2905,"car_2873_26_56",0.06105134,No,50.0,No
2906,"car_2873_51_56",0.112663954,No,50.0,No
2907,"car_2874",0.19176507,No,50.0,No
2908,"car_2875",0.003006965,No,50.0,Yes
2909,"car_2876",0.00808686,No,50.0,No
2910,"car_2877",0.039827257,No,50.0,No
2911,"car_2878",0.111920714,No,50.0,No
2912,"car_2879",0.020345509,No,50.0,No
2913,"car_2880",0.013069868,No,50.0,No
2914,"car_2881",0.06912729,No,50.0,No
2915,"car_2882",0.076040626,No,50.0,No
2916,"car_2883",0.0020228326,No,50.0,No
2917,"car_2884",0.10797179,No,50.0,No
2918,"car_2885",0.043964535,No,50.0,No
2919,"car_2886",0.0304237,No,50.0,No
2920,"car_2887",0.038975656,No,50.0,Yes
2921,"car_2888",0.027660668,No,50.0,No
2922,"car_2889",0.03387463,No,50.0,No
2923,"car_2890",0.07187164,No,50.0,No
2924,"car_2891",0.027083874,No,50.0,No
2925,"car_2892",0.037508726,No,50.0,No
2926,"car_2893",0.042548,No,50.0,No
2927,"car_2894",0.0058576167,No,50.0,No
2928,"car_2895",0.059521914,No,50.0,No
2929,"car_2896",0.14032432,No,50.0,Yes
2930,"car_2897",0.07586193,No,50.0,No
2931,"car_2898",0.011259228,No,50.0,No
2932,"car_2899",0.055639595,No,50.0,No
2933,"car_2900",0.0015164316,No,50.0,No
2934,"car_2901",0.13838366,No,50.0,No
2935,"car_2902",0.06448999,No,50.0,No
2936,"car_2903",0.082223594,No,50.0,No
2937,"car_2904",0.10001293,No,50.0,No
2938,"car_2905",0.10101223,No,50.0,No
2939,"car_2906",0.09485164,No,50.0,No
2940,"car_2907",0.0041828156,No,50.0,No
2941,"car_2908",0.8597131,Yes,50.0,No
